Code,Category,Group,Activity Name,Arabic Name,Third Party,When,Notes
9319.04,Service and Consultancy,931,Activities related to promotion of sporting events,الأنشطة المتعلقة بترويج الأحداث الرياضية,Sharjah Sports Council,PRE,
9319.05,Service and Consultancy,931,Activities of racing garages,أنشطة مرائب السباق,N/A,N/A,
9319.06,Service and Consultancy,931,Operation of sport fishing and hunting preserves,تشغيل محميات الصيد البحري والقنص للأغراض الرياضية,N/A,N/A,
9319.07,Service and Consultancy,931,Activities of mountain guides,أنشطة مرشدي الجبال,N/A,N/A,
9319.08,Service and Consultancy,931,Support activities for sport or recreational hunting and fishing,الأنشطة الداعمة لأنشطة الصيد والقنص الترفيهية,N/A,N/A,
9319.12,Service and Consultancy,931,Sports consultancy,الاستشارات الرياضية,N/A,N/A,
9411,Service and Consultancy,941,Activities of business and employers membership organizations,أنشطة المنظمات ذات العضوية لرجال الأعمال وأصحاب العمل,N/A,N/A,
9411.01,Service and Consultancy,941,"Activities of organizations whose members’ interests centre on the development and prosperity of enterprises in a particular line of business or trade, including farming, or on the economic growth and climate of a particular geographical area without regard for the line of business.",أنشطة المنظمات التي تهتم بمصالح أعضائها التي تنصّب على تنمية المؤسسات وتحقيق تقدمها، في فرع معين من فروع العمل أو التجارة، بما في ذلك المزارع، أو على النمو الاقتصادي والمناخ الاقتصادي في منطقة جغرافية معينة بغض النظر عن نوع العمل,N/A,N/A,
9411.05,Service and Consultancy,941,Legal consultancy and intellectual property services,الاستشارات القانونية وخدمات الملكية الفكرية,N/A,N/A,
9412,Service and Consultancy,941,Activities of professional membership organizations,أنشطة المنظمات المهنية ذات العضوية,N/A,N/A,
9412.01,Service and Consultancy,941,"Activities of organizations whose members’ interests centre chiefly on a particular scientific discipline, professional practice or technical field, such as medical associations, legal associations, accounting associations, engineering associations, architects associations etc.",أنشطة المنظمات التي يكون مركز اهتمام أعضائها هو فرع معين من الفروع العلمية أو المجالات المهنية أو التقنية، مثل الجمعيات الطبية والجمعيات القانونية و جمعيات المحاسبة والجمعيات الهندسية والجمعيات المعمارية وما إليها,N/A,N/A,
9412.02,Service and Consultancy,941,"Activities of associations of specialists engaged in cultural activities, such as associations of writers, painters, performers of various kinds, journalists etc.",أنشطة جمعيات المتخصصين الذين يقومون بأنشطة ثقافية، مثل جمعيات الكتّاب والرّسامين والممثلين بمختلف أنواعهم، والصحفيين ومن إليهم,N/A,N/A,
9412.04,Service and Consultancy,941,Activities of learned societies,أنشطة جمعيات العلماء,N/A,N/A,
9412.05,Service and Consultancy,941,"Legal consultants, corporate services provider",الاستشاريين القانونيين ، مزود خدمات الشركات,N/A,N/A,
9499,Service and Consultancy,949,Activities of other membership organizations n.e.c.,أنشطة المنظمات الأخرى ذات العضوية غير المصنَّفة في موضع آخر,N/A,N/A,
9499.03,Service and Consultancy,949,Automobile associations,نوادي السيارات,N/A,N/A,
9499.05,Service and Consultancy,949,"Associations of youth, young persons’ associations, student associations and fraternities etc.",جمعيات الشباب وجمعيات النشء وجمعيات نوادي الطلاب وجمعيات الأخوة، إلخ,N/A,N/A,
9499.06,Service and Consultancy,949,"Associations for the pursuit of a cultural or recreational activity or hobby (other than sports or games), e.g. poetry, literature and book clubs, historical clubs, gardening clubs, film and photo clubs, music and art clubs, craft and collectors’ clubs, social clubs, carnival clubs etc.",الجمعيات المؤسسة لممارسة نشاط ثقافي أو ترفيهي أو هواية (بخلاف الرياضة أو الألعاب)، مثل نوادي الشعر والأدب والكتّاب، والنوادي التاريخية، ونوادي البستنة، ونوادي الأفلام والصور الفوتوغرافية، ونوادي الموسيقى والفنون، ونوادي الحرف، ونوادي جامعي طوابع البريد وغيرها من المقتنيات، والنوادي الاجتماعية، ونوادي تنظيم الكرنفالات، إلخ,N/A,N/A,
9499.07,Service and Consultancy,949,Grant giving activities by membership organizations or others,جمعيات تقديم المِنَح سواء من أعضائها أو من غيرهم,N/A,N/A,
9499.99,Service and Consultancy,949,Social networking platform,منصة التواصل الاجتماعي,N/A,N/A,
9511,Service and Consultancy,951,Repair of computers and peripheral equipment,إصلاح أجهزة الحاسوب والمعدات الطرفية للحاسوب,N/A,N/A,
9511.01,Service and Consultancy,951,"Repair and maintenance of:• Desktop computers• Laptop computers• Magnetic disk drives, flash drives and other storage devices• Optical disk drives (CD-RW, CD-ROM, DVD-ROM, DVD-RW)• Printers• Monitors• Keyboards• Mice, joysticks and trackball accessories• Internal and external computer modems• Dedicated computer terminals• Computer servers• Scanners, including bar code scanners• Smart card readers• Virtual reality helmets• Computer projectors","إصلاح وصيانة ما يلي: 
• الحواسيب المكتبية
• لحواسيب الشخصية
• محّركات الأقراص المغناطيسية، ومحّركات التخزين السريع وغيرها من أجهزة التخزين
• محركات الأقراص الضوئية (الأقراص الحاسوبية المدمجة للقراءة والكتابة، والأقراص المدمجة للقراءة فقط، وأقراص الفيديو الرقمية للقراءة فقط، وأقراص الفيديو الرقمية للقراءة والكتابة) 
• الطابعات
• الشاشات
• لوحات المفاتيح
• الإضافات الأخرى كالفارة وعصا الألعاب وما إليها
• المودم الداخلي والخارجي للحاسوب
• الأجهزة الطرفية المخّصصة للحاسوب
• خادوم الحاسوب
• الماسحات الضوئية بما فيها ماسحات الرموز بالأعمدة
• قارئات البطاقات الذكية
• قُبعات الألعاب الافتراضية
• أجهزة العرض باستعمال الحاسوب",N/A,N/A,
9511.02,Service and Consultancy,951,"Repair and maintenance of:• Computer terminals like automatic teller machines (atm’s); point-of-sale (pos) terminals, not mechanically operated• Hand-held computers (pda’s)","إصلاح وصيانة ما يلي: 
• المحطات الطرفية للحاسوب مثل الصّراف الآلي والمحطات الطرفية لحساب مشتريات الزبائن غير المشغلة ميكانيكيا 
• الحواسيب الشخصية اليدوية",N/A,N/A,
9512,Service and Consultancy,951,Repair of communication equipment,إصلاح معدات الاتصالات,N/A,N/A,
9512.01,Service and Consultancy,951,"Repair and maintenance of communications equipment such as:• Cordless telephones• Cellular phones• Carrier equipment modems• Fax machines• Communications transmission equipment (e.g. routers, bridges, modems)• Two-way radios• Commercial tv and video cameras","إصلاح وصيانة معدات الاتصالات، مثل: 
• الهواتف اللاسلكية
• الهواتف الخلوية
• مودم المعدات المحمولة
• أجهزة الفاكس
• أجهزة الإرسال في الاتصالات (مثل موزع الإشارات، والجسور، والمودم)
• أجهزة الاستقبال والإرسال الإذاعي
• أجهزة التصوير التجاري بالتليفزيون والفيديو",N/A,N/A,
